1.571532370090076070e+00,-9.642767052556193708e-01,2.463441098175697341e+00,-7.934061677007200886e-02,4.635642921055237453e-01,1.122811532011091185e+00,1.154922760268420681e-02
6.208442677142876898e-01,6.910561375834836095e-01,-9.087460569248553277e-01,1.770078069596864090e+00,8.604422765904179426e-01,3.609045860114107884e-01,1.672498316470361623e-01
-1.269376007422983029e-03,1.788181835635271666e+00,-9.203136639676986475e-01,5.191800071263368288e-01,9.121269857986001872e-01,2.863574965429285801e-01,2.912410222403066129e+00
2.225026225587820386e-02,3.020421988625732745e-01,7.780133114747180834e-01,-1.018500345562954462e-01,1.227242834291232043e+00,1.302738147132401769e+00,1.529610996438186321e+00
2.047354940399055856e+00,7.769988579656895711e-01,2.066366934768265606e-01,5.123634190394339427e-01,5.901109647448330442e-01,9.359047575102293903e-01,2.173816632998047282e+00
2.068798011862464481e+00,-1.434212993439437922e-01,1.673516735641038533e+00,1.254966953766464277e+00,-1.709558775244946205e-01,2.102306496952484949e+00,-8.420296144401272498e-01
4.238978950881132080e-01,1.147813055772101132e+00,-2.024206615188696712e-01,1.310273658751106129e+00,5.188563797341425587e-01,-2.729228400130008780e-01,1.507450517392190381e+00
1.776599088228430379e+00,-9.769443417685946818e-01,1.523736421917259554e+00,1.653582737886711174e+00,6.856666444778590774e-01,1.599706059710932493e+00,2.972381257681860345e-01
1.744757699832141240e+00,1.037888845399979276e+00,1.606790580191974183e+00,3.757242975351611780e-01,6.809997018544392544e-01,1.444451313158046979e+00,2.299953897568829397e-01
3.501752498974267103e-01,1.428630216746757053e+00,4.231120921876967422e-01,1.145359972660864978e+00,7.879258006405915893e-01,4.142864981381534917e-01,1.782457700569146430e+00
1.253669090953205556e+00,6.566744330475100533e-01,-2.931043466382358131e-01,-2.966969547378212058e-01,1.786908287569400677e+00,-6.504034494240744646e-01,1.077008681345167584e+00
1.257318129902700532e+00,3.781311446780213359e-01,1.198217647495751992e+00,1.057272530980156944e+00,1.236059388685248672e+00,1.576531402404022897e+00,5.910044367424124312e-01
7.965481924262277774e-03,1.410619018979769157e+00,1.884223516980332025e-01,3.131616780088556928e-01,1.163180498791253736e+00,-8.169655518198191968e-02,1.870381523290695291e+00
1.485102761319550435e+00,1.689762160134751445e+00,1.532002159371955052e+00,4.336300428729958689e+00,2.939577606705154444e+00,2.124693644884848798e+00,1.391613303319852113e+00
1.429813897191398953e+00,5.042134878091621142e-02,3.637908712896613106e-01,2.432443780336703831e+00,-5.619483918187112570e-01,2.312658926578970320e+00,7.391756395934450108e-01
1.226749761463722832e+00,-6.417477360026176136e-02,1.493464146668314063e+00,1.086482134584334514e+00,1.274050559458437926e+00,1.495315652544915386e+00,6.701185029575432717e-01
1.874465031281344229e+00,2.254693039280343536e-01,-3.492905337811247901e-01,-7.360694072776207131e-01,1.234871633699872850e+00,9.244634525938556502e-01,6.717434641798125661e-01
2.030151372877885690e-02,1.101699443759884600e+00,-1.778889230062778437e-01,4.100232666999310549e-01,1.161106623786768655e+00,-3.271035216667599922e-03,9.234215473372383576e-01
6.893094096933247705e-01,1.036185092117846818e+00,-1.950388492886284131e-01,9.032610414551428546e-01,6.082135119136353740e-01,5.119047430880230287e-01,4.309120186734554658e-01
6.274298293002592564e-01,-1.052277255490530194e+00,1.299022537803254496e+00,-6.122561376763524521e-01,1.071773934044874421e+00,1.433569440825017693e+00,1.070229472314693009e+00
