1.312261967882935210e+01,1.683587768055913259e+01,4.858225501585446082e+00,1.629171320745037832e+01,9.045536284569543284e+00,1.087462161031358754e+01,1.260673716922044107e+01,1.369427059121424506e+01,1.421248298225624396e+01,1.094787998207022994e+01
3.323802742754564221e+00,-1.514624963226010868e-01,1.868838838850993833e-01,8.252228881574221742e-01,-7.924584553001786658e-01,-7.980116271351822554e-01,1.539638951648483856e+00,8.474205641966349178e-01,4.959452779444827319e-01,-2.411721217019646701e+00
2.301058039876814065e-01,-1.707096823709391309e+00,3.045970164849438166e+00,-6.522323081326621974e-01,-3.680195833669759331e-01,-3.159403007726711454e+00,7.518195534346218123e-01,1.843710195550463338e+00,5.652009316980414200e-01,1.437348876736214365e+00
2.825687226108850147e+00,-9.685839407851464244e-01,-1.979974508291222624e-01,-1.279117500419009179e+00,-1.744586274795347558e+00,-6.344839476175302417e-01,1.934375436547259630e+00,9.531785695631739275e-01,2.630729031306517918e+00,-1.645766638209206878e+00
7.451299453151567498e-01,-1.398795583144892829e+00,-3.838013151625151997e-01,8.553688249141573330e-01,-3.025965027733441559e-01,1.065941220352519592e+00,9.804967319563093753e-01,6.174366320532101438e-03,1.834827765865278959e+00,-3.419611918087736235e+00
2.717133826958347598e+00,-2.748409335894093086e+00,4.936596075991844246e-01,2.659867924646188264e+00,6.680528469413105075e-01,-1.119351982257345890e+00,-1.111731009204263820e+00,-2.343443079492751047e-01,5.288405923355437022e-01,-1.751700186529033143e+00
-8.025616086435879426e-01,-1.127912157206322652e+00,2.602483447033491437e+00,-1.272302996760607874e+00,1.367291619524508395e+00,2.963381670196581386e+00,-3.172227607028053065e-01,-1.241438557932921682e+00,3.722240738925478021e-01,-8.617745554499084415e-01
1.407192091156471037e+00,-2.075912660423641753e+00,2.531827205784340951e+00,1.597587795825938572e+00,-4.317650000778298747e+00,-3.615292773311660213e-01,3.555802308603285500e+00,1.547383393958884912e-01,-3.875842333346837809e-01,-1.676278722500719409e+00
2.149711323380385064e+00,-3.961836966620951306e-01,-5.972568869663138491e-01,1.499509881833862135e+00,7.002457971018984928e-01,-3.020807138256240698e+00,6.268429185766355438e-01,5.469850951432918551e-01,7.490040564859513639e-01,-7.795246099309469656e-01
-1.079207982290413037e+00,6.247758857573171287e-01,-1.345928218181266400e+00,1.598081937644976469e-01,1.452043809037437683e+00,-1.908566985362274426e+00,3.197069599561013664e+00,1.060519512927267094e+00,1.698798415309108467e+00,-2.379565472489322264e+00
1.120647127463336057e+00,-7.515726524322132729e-01,-9.082724352446029936e-01,2.242376768143682142e+00,1.851678928221153875e+00,-1.309386946627239201e+00,1.796900263182901192e+00,2.100373716321983497e-01,1.187186354131956501e+00,-1.796447009107875692e+00
