1.676893718468082639e+01,9.843479266149671503e+00,1.511581680456277255e+01,1.396148797038019929e+01,1.000643189177020353e+01,1.537403539693783117e+01,8.487749156365259395e+00
-6.697387303585515816e-01,-1.463063630904632761e+00,-1.332533883425788490e+00,2.449965263768897117e+00,-2.100640590017720521e-01,7.344926405376947520e-02,3.515839112840336345e+00
-1.538881925683126983e+00,-2.264696276306925160e+00,-2.468842806495090969e-01,1.527341861430583148e+00,1.078747240079674707e+00,-5.172304627911951114e-01,3.871835161440769113e+00
-4.523724738588368877e-01,-2.110670721239129577e+00,-1.112107016760773170e+00,2.828515905097721550e+00,1.981703702363687869e+00,-1.707193945250409906e+00,1.818242397121148102e+00
-1.237682037820233338e+00,6.376018337711788497e-01,-1.209279535097700586e+00,2.424593615933087420e+00,1.525500520637506296e+00,-2.502685712409397745e+00,6.169592430005655936e-01
-4.505008519823586965e+00,1.681463345671659892e+00,2.489890729799724423e-01,1.895432926133376661e+00,1.367055247377459981e-01,7.615069456782804780e-01,1.509363946042875160e+00
-4.303925387583030782e-01,3.071346458450256556e+00,1.029537808358510720e+00,-2.353239146825619077e+00,8.645343618314106360e-01,-1.125345062887378234e+00,1.741878170989571650e+00
-4.462522677175373431e-01,-1.263756769475279151e+00,-5.353696858327079422e-01,7.419454872128391498e-01,-5.703632769694841897e-01,-8.960535462453182998e-01,3.893970883868507205e+00
-5.261373238995040724e-01,-1.049368328166526476e+00,-1.647996824825817219e+00,2.747601888766248557e+00,-4.284920624144729628e-01,2.868043704308546604e-01,1.261013592201473132e+00
4.894894485353551428e-02,1.025173352100328117e+00,-1.851774771923462515e+00,3.282680320847307875e+00,-1.011230007728719654e-01,-2.879894562668715352e+00,2.177010297234454606e-01
-1.625323195875689741e-01,1.318978249573666828e+00,-1.964159008306102017e+00,3.070235208671826754e+00,-4.237888210293679347e-01,-4.519762108987752103e-01,6.267171356356073808e-01
-5.284724225059909963e-02,-1.121705696400954633e+00,-2.285031133705692774e+00,1.247720013392087379e+00,3.068907599007316911e+00,-9.172580458017598470e-01,1.690181103192468948e+00
1.750562096262739953e-01,1.443588449400611040e+00,-7.132641969803564796e-01,-1.796216116685185604e-01,1.761317128307304802e+00,-1.134553614704431945e+00,1.679076724691774380e+00
-2.287608704766511458e+00,-1.234921453932084745e+00,-8.881334615890560391e-01,2.031311444526203935e+00,2.459785808625458259e+00,-2.944214492454318433e-01,6.180451478222996897e-01
-8.962746484047825479e-01,-6.258372764485652384e-01,2.838725842581876213e-01,-3.968757104853551931e-01,2.845315377898582021e+00,-7.210635243163325825e-01,3.063166308857687259e+00
-3.284749966922583808e-01,-2.290551739416073485e+00,-2.412733545347002462e+00,1.736220158110302725e+00,2.271229571876636655e+00,-1.970075448142482866e-01,-1.325678201114100840e+00
-7.150928600494851350e-01,8.709113145820440716e-01,-2.860390977697822856e-02,1.623512042358458363e+00,-2.700555524432936672e+00,-1.407727272527193874e+00,-6.929009659771041552e-01
-1.634422692743225491e+00,9.183703183876730514e-02,-9.690800332354606583e-01,1.007690573642580745e+00,1.170161863785937895e+00,6.497997894208680236e-01,-7.489465598102770238e-01
-5.334794931525513872e-01,2.404885442012319352e+00,-9.895708915287390606e-02,1.754054791101855582e-01,-7.265196404785604356e-01,-1.747475458981788243e+00,2.893697465983857131e-01
-4.276830719441876427e-01,1.401566768748053970e+00,-6.546226984701731810e-01,-3.738735704628182721e-01,1.525801526567574784e-01,1.736642245214739810e-01,1.192721262421573947e+00
-7.332330692350731705e-02,1.410859413117061978e+00,-6.804953084554168363e-01,-5.792090574396480118e-01,-1.718356817344648624e+00,-1.428161212443396499e-01,2.227751555304530839e+00
-1.144651120758403140e+00,1.357481902994256862e+00,-3.221653031728768379e-01,-5.235048745386483571e-01,3.002153147979226055e+00,1.920369103579795400e-01,1.518116715280022566e+00
-1.961243053398188385e-01,1.338736777560876723e+00,-7.608634742886991598e-01,1.153113219763228781e+00,5.698792637489917823e-01,-1.990975394629450834e+00,1.823554283178782320e+00
8.583606695771449635e-01,1.133397433589303116e+00,-3.044263328175912164e+00,1.343431804245954986e+00,2.981978443413394256e-02,-2.889143315237420184e-01,1.886916616719766626e+00
-2.254852052172578336e+00,3.561442231190715013e+00,-2.343754086758523147e+00,2.567072122827070313e+00,1.691530054615685064e+00,-1.611292973682284302e+00,-3.140919788308079053e+00
-8.835995949414411355e-01,-2.377912512922185639e-01,-5.485891424420800133e-01,1.858726339367605007e+00,9.994467281993666408e-01,-1.558092476396439219e+00,2.432399095623872132e+00
-1.250745184968933055e+00,7.073699028961544233e-01,1.473164300474443467e+00,-3.980260897438713807e-01,1.808632699639198371e+00,-1.452086238891939773e+00,2.139422052617951930e+00
